,title,categories,averageRating,publishedDate
477,Top dog : the science of winning and losing,Psychology,3.5,2013.0
478,My life on the road,Biography & Autobiography,4.0,2015.0
479,7 Steps to Health : and The big diabetes lie,Health & Fitness,4.5,2013.0
480,Birdie : a novel,Fiction,3.0,2016.0
481,Between the world and me,,,
482,Burning kingdoms,Juvenile Fiction,3.5,2016.0
483,Inside freight train,,,
484,Crown of midnight : a throne of glass novel,,,
485,Saraban : a chef's journey through Persia,,,
486,Miss Peregrine's Home for Peculiar Children,,,
487,7 steps to health and the big diabetes lie,,,
488,Bone and bread,,,
489,When Breath Becomes Air ,Biography & Autobiography,4.5,2016.0
490,NYPD Red. 4,Fiction,3.5,2016.0
491,Private Paris ,,,
492,Me before you,Fiction,4.0,2016.0
493,Brotherhood in death,Fiction,4.0,2016.0
494,Crown ,,,
495,The high mountains of Portugal : a novel,Fiction,3.0,2016.0
496,The beginner's guide to saving and investing for Canadians : grow and protect your wealth with the help of Canada's top personal finance bloggers and online experts,Business & Economics,5.0,2018.0
497,Things that go bump in the night,,,
498,The choice,Biography & Autobiography,3.5,2017.0
499,The guilty [large print],Bibles,,2007.0
500,Cross justice [large print],Fiction,4.0,2016.0
501,Minister without portfolio,,,
502,When breath becomes air,Biography & Autobiography,4.5,2016.0
503,The infinite sea,,,
504,Fahrenheit 451,,,
505,Life after life,Fiction,4.0,2013.0
506,Thing explainer : complicated stuff in simple words,Science,3.5,2015.0
507,My name is Lucy Barton : a novel,,,
508,Find her : a novel,Fiction,4.0,2018.0
509,"The wild diet : get back to your roots, burn fat, and lose up to 20 pounds in 40 days",Health & Fitness,5.0,2018.0
510,"Lumberjanes. 1, [Beware the kitten holy]",Comics & Graphic Novels,4.0,2015.0
511,Brooklyn : a novel,,,
512,Cometh the Hour ,,,
513,Moo! Moo!,,,
514,All the things we never knew,,,
515,Nineteen eighty-four,,,
516,Dark money : the hidden history of the billionaires behind the rise of the radical right,Political Science,4.0,2016.0
517,The crown,Biography & Autobiography,4.0,2017.0
518,Widow ,Fiction,3.0,2016.0
519,She's Not There ,,,
520,Six of crows,,,
521,Star Wars. The force awakens,Comics & Graphic Novels,3.0,2016.0
522,Project unicorn. Volume 1 : 30 young adult short stories featuring lesbian heroines,,,
523,Cometh the hour,Fiction,4.0,2016.0
524,The piano maker,,,
525,The rest of us just live here,,,
526,She's not there : a novel,,,
527,Orange is the new black : my year in a woman's prison,,,
528,The widow,,,
529,Private Paris,Architecture,3.0,2016.0
530,Shotgun bride,,,
531,Love does : discover a secretly incredible life in an ordinary world,Religion,4.5,2012.0
532,Glass sword,Young Adult Fiction,3.0,2016.0
533,Happiness equation: Want nothing + do anything = have everything ,,,
534,Property of a Noble Woman ,,,
535,Lady Midnight ,Young Adult Fiction,4.5,2016.0
536,"Always hungry? : conquer cravings, retrain your fat cells, and lose weight permanently",,,
537,Total Package ,,,
538,An A-Z of baby names,,,
539,A little life : a novel,Fiction,4.0,2016.0
540,The hero's walk : a novel,Fiction,3.5,2011.0
541,Far from true : a Promise Falls novel,,,
542,Room : a novel,Fiction,4.0,2015.0
543,Happily ever after,,,
544,"Daring greatly : how the courage to be vulnerable transforms the way we live, love, parent, and lead",,,
545,The miracle morning : the not-so-obvious secret guaranteed to transform your life before 8 am,,,
546,"Food to grow : a simple, no-fail guide to growing your own fruits, vegetables and herbs",Gardening,5.0,2014.0
547,"Amulet. Book seven, Firelight",,,
548,The new annotated Sherlock Holmes,,,
549,"The joy of less : a minimalist living guide : how to declutter, organize, and simplify your life",,,
550,Lady midnight,Young Adult Fiction,4.5,2016.0
551,Fire touched,,,
552,The key : diploma preparation guide. Biology 30,,,
553,Baby Bear sees blue,,,
554,Drama,Juvenile Fiction,4.0,2014.0
555,"My secret mother : two different lives, one heartbreaking secret : a memoir",Biography & Autobiography,3.5,2016.0
556,Alive : the story of the Andes survivors,Biography & Autobiography,5.0,2016.0
557,"My brilliant friend. Book one, Childhood, adolescence",Fiction,4.0,2018.0
558,Property of a noblewoman : a novel,,,
559,Sutton,Computers,5.0,2018.0
560,Deep work : rules for focused success in a distracted world,Business & Economics,3.5,2016.0
561,CPS : compendium of pharmaceuticals and specialties,,,
562,A mother's reckoning : living in the aftermath of tragedy,,,
563,Summer of the sea serpent,Juvenile Fiction,4.5,2011.0
564,David Suzuki,,,
565,Eat Dirt: Why Leaky Gut May Be the Root Cause of Your Health Problems and 5 Surp ,,,
566,Fool me once,Fiction,3.5,2016.0
567,13 ways of looking at a fat girl,,,
568,The piano maker : a novel,,,
569,Bone Gap,,,
570,In cold blood : a true account of a multiple murder and its consequences,True Crime,4.0,2001.0
571,Gratitude,"Body, Mind & Spirit",4.0,2007.0
572,Dork diaries. Tales from a not-so-smart Miss Know-It-All,,,
573,Still mine : a novel,,,
574,"Longevity Book: the Biology of Resilience, the Privilege of Time, and the New Sc ",,,
575,"Big Nate. Thunka, thunka, thunka",,,
576,The happiness equation : want nothing + do anything = have everything,,,
577,Back roads Spain,,,
578,Journey to Munich : a novel,Fiction,4.0,2016.0
579,Spain,,,
580,Intuition pumps and other tools for thinking,Philosophy,4.0,2013.0
581,Nest ,,,
582,"Rainbow Comes and Goes: A Mother and Son Talk About Life, Love and Loss ",,,
583,The obsession,,,
584,Man's search for meaning,,,
585,Cravings : recipes for all the food you want to eat,,,
586,Perfect match,,,
587,The fifth season,Fiction,4.0,2015.0
588,Originals : how non-conformists move the world,,,
589,Where the bodies lie,,,
590,Last mile,,,
591,The collapse of parenting : how we hurt our kids when we treat them like grown-ups : the three things you must do to help your child or teen become a fulfilled adult,,,
592,Law of attraction : the science of attracting more of what you want and less of what you don't,Self-Help,4.5,2007.0
593,Obesity Code: Unlocking the secrets of weight loss ,,,
594,How not to die : discover the foods scientifically proven to prevent and reverse disease,Health & Fitness,4.5,2016.0
595,The nest,,,
596,Pretty happy : healthy ways to love your body,,,
597,The steel kiss,Fiction,4.5,2014.0
598,Thor's serpents,Juvenile Fiction,5.0,2015.0
599,The total package,,,
600,"The rainbow comes and goes : a mother and son on life, love, and loss",Biography & Autobiography,4.0,2017.0
601,Eat dirt : why leaky gut may be the root cause of your health problems and 5 surprising steps to cure it,,,
602,"Smarter, faster, better : the secrets of being productive in life and business",,,
603,"The longevity book : the science of aging, the biology of strength, and the privilege of time",Health & Fitness,1.0,2016.0
604,The life-changing magic of not giving a f*ck : how to stop spending time you don't have with people you don't like doing things you don't want to do,Self-Help,3.0,2016.0
605,The summer before the war : a novel,,,
606,What's left behind : a Joanne Kilbourn mystery,,,
607,Humans of New York,Photography,5.0,2015.0
608,City of Mirrors ,,,
609,The revenant : a novel of revenge,,,
610,Last Star ,,,
611,The complete idiot's guide to selling your crafts on Etsy,,,
612,The obesity code : unlocking the secrets of weight loss,,,
613,Hunter x hunter. Volume 1,,,
614,As time goes by : a novel,Fiction,4.0,2014.0
615,The hidden oracle,,,
616,Vibrant acrylics,,,
617,Blue [large print] : a novel,Fiction,,2019.0
618,Soar,,,
619,15th affair,,,
620,Jamie Oliver's Meals in Minutes ,,,
621,Thea Stilton and the Hollywood Hoax ,,,
622,"Baby Bear, Baby Bear, what do you see?",,,
623,After you,,,
624,Odin's ravens,Juvenile Fiction,5.0,2014.0
625,Harry Potter and the Cursed Child: Parts I and II ,,,
626,Transatlantic : a novel,,,
627,I let you go,,,
628,The twelve : a novel,,,
629,The magicians : a novel,,,
630,The life-changing magic of tidying up [large print] : the Japanese art of decluttering and organizing,,,
631,Eligible : a novel,Fiction,3.5,2016.0
632,Kristy's great idea : a graphic novel,,,
633,The last star,,,
634,Mary Anne saves the day : a graphic novel,,,
635,Hunter x hunter. Volume 4,,,
636,Hunter x hunter. Volume 5,Comics & Graphic Novels,5.0,2008.0
637,The tale of Genji,Fiction,4.0,2006.0
638,The city of mirrors : a novel,Fiction,4.0,2016.0
639,Hide away,,,
640,"The Sandman : overture, the deluxe edition",,,
641,The crown tower,,,
642,From junk food to joy food : all the foods you love to eat . . . only better,,,
643,War hawk,,,
644,The high intensity fitness revolution for women : a fast and easy workout with amazing results,,,
645,The waters of eternal youth,,,
646,Costumes and settings for historical plays,Design,,1979.0
647,Thea Stilton and the Hollywood hoax,,,
648,Stalin's daughter : the extraordinary and tumultuous life of Svetlana Alliluyeva,Biography & Autobiography,3.5,2015.0
649,Everyone brave is forgiven,Fiction,3.5,2016.0
650,PostCapitalism : a guide to our future,,,
651,Calligraphy for greetings cards and scrapbooking,,,
652,The cellar,,,
653,Blue : a novel,,,
654,Reader's digest [large print],,,
655,Hunter x hunter. Volume 7,,,
656,"The essential guide to chakras : discover the healing power of chakras for mind, body and spirit","Body, Mind & Spirit",5.0,2019.0
657,Dancing feet!,Juvenile Fiction,4.0,2012.0
658,Bay of sighs,,,
659,Spark : the revolutionary new science of exercise and the brain,,,
660,Hunter x hunter. Volume 6,,,
661,Crimson Death ,,,
662,Hunter x hunter. Volume 8,,,
663,IHS Jane's fighting ships,,,
664,British Columbia & the Canadian Rockies,,,
665,Before the fall,,,
666,American housewife : stories,,,
667,First comes love : a novel,,,
668,The siren,Fiction,4.0,2014.0
669,Road trip Rwanda : a journey into the new heart of Africa,,,
670,Barkskins : a novel,,,
671,A wake for the dreamland,,,
672,Ike's bluff [large print] : President Eisenhower's secret battle to save the world,,,
673,End of watch : a novel,,,
674,Attention all passengers : the airlines' dangerous descent--and how to reclaim our skies,,,
675,"The second nuclear age : strategy, danger, and the new power politics",,,
676,Killing and dying : six stories,,,
677,Shrill : notes from a loud woman,,,
678,Disarming the narcissist : surviving & thriving with the self-absorbed,,,
679,Truly Madly Guilty ,,,
680,Homegoing,,,
681,The girls : a novel,,,
682,Private Rio ,Fiction,4.0,2016.0
683,Great reckoning ,Fiction,4.0,2016.0
684,Tiny homes : simple shelter : scaling back in the 21st century,,,
685,I'm thinking of ending things,,,
686,"Math contests for grades 4, 5, and 6",,,
687,"Missing, presumed : a novel",,,
688,Don't waste your time in the Canadian Rockies : an opinionated hiking guide to help you get the most from this magnificent wilderness,Nature,3.0,2006.0
689,Girl with the Lower Back Tattoo ,,,
690,The versions of us,,,
691,Lilac girls : a novel,Fiction,4.0,2019.0
692,Thea Stilton Graphic Novels ,,,
693,"Head, shoulders, knees and toes",Board books,4.0,2006.0
694,Harry Potter and the Order of the Phoenix,,,
695,Meet the Justice League,,,
696,The games,,,
697,The World Book encyclopedia,,,
698,The passion of the purple plumeria,Fiction,4.0,2011.0
699,Little green peas : a big book of colors,,,
700,"Activities for responsive caregiving : infants, toddlers, and twos",,,
701,Night and Day ,,,
702,The Ashford affair,,,
703,Truly madly guilty,,,
704,Nova Scotia : the Bradt travel guide,,,
705,Harry Potter and the cursed child. Parts one and two,,,
706,Born of legend,,,
707,Mr. Penumbra's 24-hour bookstore,Fiction,4.0,2012.0
708,The hour of magic : the eighth adventure in the Kingdom of Fantasy,,,
709,Morton the magician and his magnificent magic show,,,
710,Knitting for the absolute beginner,,,
711,Insidious ,,,
712,Underground Railroad ,,,
713,Belgravia,,,
714,Dead end street,,,
715,Grit : the power of passion and perseverance,,,
716,Night and day,Fiction,3.5,2019.0
717,The black widow,Fiction,4.0,2016.0
718,Apprentice in Death ,,,
719,Magic : a novel,,,
720,"Money rules : rule your money, or your money will rule you",,,
721,Chasing destiny,Fiction,4.5,2016.0
722,Dork diaries. Tales from a not-so-happy heartbreaker,Juvenile Fiction,4.5,2013.0
723,The muse,,,
724,Stolen,,,
725,Inferno [large print] : a novel,,,
726,Here's to us : a novel,,,
727,The girl with the lower back tattoo,,,
728,Bullseye ,,,
729,Do not say we have nothing : a novel,,,
730,Ghosts ,,,
731,"The body keeps the score : brain, mind, and body in the healing of trauma",,,
732,"Small planet, small plates : Earth-friendly vegetarian recipes",,,
733,It's Not Okay ,Biography & Autobiography,2.5,2017.0
734,Death on Blackheath : a Charlotte and Thomas Pitt novel,,,
735,Firelight ,,,
736,United as one,,,
737,The ultimate hiker's gear guide : tools & techniques to hit the trail,,,
738,Freezer I'll shoot,,,
739,"Run fast, eat slow : nourishing recipes for athletes",,,
740,Pirate ,,,
741,The underground railroad : a novel,Fiction,4.0,2018.0
742,Edible landscaping with a permaculture twist : how to have your yard and eat it too,,,
743,Apprentice in death,,,
744,A great reckoning,,,
745,Sting,,,
746,Insidious,,,
747,Pokemon deluxe essential handbook : the need-to-know stats and facts on over 700 Pokemon,,,
748,Bullseye,,,
749,The couple next door,,,
750,Permaculture design : a step-by-step guide,,,
751,Cambridge IELTS 11: Academic Student's Book with Answers with Audio: Authentic,,,
752,Are you somebody? : the accidental memoir of a Dublin woman,,,
753,Wonder,,,
754,Hammer of Thor ,Juvenile Fiction,4.0,2016.0
755,It's not okay,,,
756,Real food/fake food : why you don't know what you're eating & what you can do about it,,,
757,"Sew classic clothes for girls : 20 girls' dresses, outfits and accessories from the Cottage Mama",Crafts & Hobbies,3.5,2013.0
758,The Underground Railroad : a novel,,,
759,Love Warrior ,Biography & Autobiography,3.0,2016.0
760,Scott ... standard postage stamp catalogue,,,
761,A good day,,,
762,Wonder ,Juvenile Fiction,4.0,2017.0
763,By gaslight,,,
764,A house without windows,Fiction,4.0,2016.0
765,"The Flash. Volume 1, Move forward",,,
766,Hillbilly elegy : a memoir of a family and culture in crisis,,,
767,The wonder : a novel,Fiction,4.0,2016.0
768,Love warrior,Biography & Autobiography,3.0,2016.0
769,The best kind of people,,,
770,Edmonton cooks : signature recipes from the city's best chefs,,,
771,Blood cross : a Jane Yellowrock novel,Fiction,4.0,2010.0
772,Wrong Side of Goodbye ,,,
773,Pokemon : essential handbook : the need-to-know stats and facts on over 640 Pokemon,,,
774,Ghosts,,,
775,A guide to the project management body of knowledge (PMBOK guide),,,
776,Breakthrough! : 90 proven strategies to overcome creative block & spark your imagination,,,
777,Dear Toni,Fiction,4.0,2010.0
778,The kept woman : a novel,,,
779,Oh she glows every day : quick and simply satisfying plant-based recipes,,,
780,Misaeng : ajik sara itchi mothan cha,Go (Game),,2012.0
781,Something new : tales from a makeshift bride,Comics & Graphic Novels,4.0,2016.0
782,Born to Run ,,,
783,The subtle art of not giving a fuck : a counterintuitive approach to living a good life,,,
784,The hammer of Thor,,,
785,Double Down ,,,
786,Commonwealth : a novel,,,
787,"Present over perfect : leaving behind frantic for a simpler, more soulful way of living",,,
788,The napping house,,,
789,Two by two,,,
790,Hollow City : the second novel of Miss Peregrine's home for peculiar children,,,
791,Crunch munch,,,
792,Franklin and the thunderstorm,Juvenile Fiction,4.0,2005.0
793,Damaged,Fiction,4.0,2010.0
794,Dungeon master's guide,,,
795,Pete the Cat. Five little pumpkins,,,
796,Rushing waters : a novel,,,
797,Small great things : a novel,,,
798,The Canadian Press stylebook : a guide for writers and editors,,,
799,Thrice the brinded cat hath mew'd,Fiction,4.0,2016.0
800,"Avatar, the last airbender. The promise. Part one",,,
801,But what if we're wrong : thinking about the present as if it were the past,,,
802,Caps and spelling,,,
803,Crimson death,Fiction,3.0,2016.0
804,Night School ,Young Adult Fiction,3.5,2014.0
805,The wrong side of goodbye : a novel,Fiction,4.0,2016.0
806,Loot : how to steal a fortune,Juvenile Fiction,4.0,2014.0
807,The circle : a novel,Fiction,3.0,2013.0
808,Henry and the bully,,,
809,A life in letters,,,
810,The turn of the screw,,,
811,"Ada Twist, scientist",Juvenile Fiction,4.5,2016.0
812,Plague : murder has a new friend,,,
813,"Full catastrophe living : using the wisdom of your body and mind to face stress, pain, and illness",,,
814,America again : re-becoming the greatness we never weren't,,,
815,The whistler,,,
816,No Man's Land ,,,
817,99 : stories of the game,,,
818,Nutshell : a novel,,,
819,Night school,Young Adult Fiction,4.0,2014.0
820,The Paladin prophecy,,,
821,"Avatar, the last Airbender. The promise. Part three",,,
822,Explorer. The hidden doors : seven graphic stories,,,
823,Diary of a wimpy kid. Double down,,,
824,Cardcaptor Sakura. Book four,,,
825,Born to run,,,
826,Explorer. The lost islands : seven graphic stories,,,
